#Study : Study 28-03-17 19h04m
#Date : 20170328 19:12:37
#Version : 6.3.6059.1
#TestRunDate : 20170328 19:08:01.306 (-04:00)
#Tracker : Model-Tobii T60, Freq-60Hz, Screen Size(cms)-{Width=33.7, Height=27}, Screen Res-{Width=1920, Height=1080}, Distance(Resp)-60cm 

StudyName	ExportDate	Name	Age	Gender	StimulusName	SlideType	EventSource	Timestamp	MediaTime	TimeSignal	GazeLeftx	GazeLefty	GazeRightx	GazeRighty	PupilLeft	PupilRight	DistanceLeft	DistanceRight	CameraLeftX	CameraLeftY	CameraRightX	CameraRightY	ValidityLeft	ValidityRight	GazeX	GazeY	GazeAOI	InterpolatedGazeX	InterpolatedGazeY	GazeEventType	GazeVelocityAngle	SaccadeSeq	SaccadeStart	SaccadeDuration	FixationSeq	FixationX	FixationY	FixationStart	FixationDuration	FixationAOI	PostMarker	Annotation	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190830983		29581	-1	-1	1790	192	-1	3.464203	-1	769.3028	0.6966683	0.5790949	0.5555651	0.5904865	0	0	1790	192		1790	192		0				4	1801	181	5076	206									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831012		29610	-1	-1	1798	177	-1	3.545685	-1	769.4249	0.69605	0.5788445	0.5548589	0.590576	0	0	1798	177		1798	177		0				4	1801	181	5076	206									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831043		29640	-1	-1	1811	168	-1	3.527115	-1	769.6144	0.695573	0.5785306	0.5543629	0.5903798	0	0	1811	168		1811	168		0				4	1801	181	5076	206									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831072		29669	-1	-1	1791	180	-1	3.505783	-1	769.7021	0.6951349	0.5781901	0.5538334	0.5902422	0	0	1791	180		1791	180		0				4	1801	181	5076	206									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831101		29699	-1	-1	1808	189	-1	3.472092	-1	769.9318	0.6947004	0.5778759	0.5533902	0.5900607	0	0	1808	189		1808	189		0				4	1801	181	5076	206									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831130		29728	-1	-1	1815	172	-1	3.375015	-1	770.0546	0.6942878	0.5774907	0.5529833	0.5898492	0	0	1815	172		1815	172		0				4	1801	181	5076	206									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831159		29757	-1	-1	1797	180	-1	3.408569	-1	770.3789	0.6939025	0.5771494	0.5526404	0.5896764	0	0	1797	180		1797	180		0				4	1801	181	5076	206									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831189		29787	-1	-1	1801	192	-1	3.42984	-1	770.6022	0.6935275	0.5768196	0.552271	0.5894392	0	0	1801	192		1801	192		0				4	1801	181	5076	206									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831220		29816	-1	-1	1779	155	-1	3.334991	-1	770.6918	0.6932295	0.5766393	0.5519667	0.5894272	0	0	1779	155		1779	155		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831249		29846	-1	-1	1806	204	-1	3.360077	-1	770.7134	0.6931432	0.5767065	0.5518467	0.5895744	0	0	1806	204		1806	204		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831277		29876	-1	-1	1792	171	-1	3.35318	-1	770.751	0.6931822	0.5768629	0.5518855	0.5897236	0	0	1792	171		1792	171		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831307		29905	-1	-1	1806	187	-1	3.421158	-1	770.7256	0.6932934	0.5770545	0.5519975	0.589878	0	0	1806	187		1806	187		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831336		29934	1725	260	1746	427	3.437103	3.402924	766.1505	770.594	0.6935274	0.5785481	0.5527092	0.5910519	0	0	1736	344		1736	344		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831365		29963	1670	361	1707	486	3.488647	3.425461	766.1775	770.6899	0.6938563	0.5790058	0.5527753	0.5915084	0	0	1688	424		1688	424		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831394		29992	1625	430	1721	475	3.555923	3.451324	766.1658	770.4747	0.6940305	0.579105	0.5528981	0.591558	0	0	1673	452		1673	452		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831424		30021	1692	332	1731	446	3.479843	3.435684	766.2366	770.7128	0.6942952	0.5792037	0.5530676	0.5916359	0	0	1712	389		1712	389		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831454		30050	1704	331	1741	470	3.409866	3.41153	766.2243	770.55	0.694509	0.579295	0.5532335	0.5916908	0	0	1722	400		1722	400		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831483		30081	1656	411	1740	477	3.575714	3.434189	766.2963	770.6917	0.6948338	0.579262	0.5535118	0.591612	0	0	1698	444		1698	444		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831512		30110	1428	325	1586	434	3.556747	3.495682	766.2263	770.1669	0.6959938	0.5789927	0.5544469	0.5912958	0	0	1507	380		1507	380		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831541		30139	905	290	1047	349	3.586334	3.38089	766.4606	770.1789	0.6987388	0.5784901	0.5571657	0.5902104	0	0	976	320		976	320		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831570		30168	437	323	699	310	3.40715	3.571045	767.4099	770.0826	0.7008064	0.5781503	0.5595602	0.5894041	0	0	568	316		568	316		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831599		30198	291	334	536	326	3.381668	3.606445	767.4083	769.9556	0.7017386	0.5780706	0.5607466	0.5890194	0	0	414	330		414	330		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831629		30227	331	269	562	322	3.558929	3.602402	767.4523	769.6802	0.7021426	0.5779666	0.5610136	0.5888615	0	0	446	296		446	296		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831659		30256	459	223	515	309	3.573975	3.541489	767.4996	769.9099	0.7027065	0.5777951	0.5614269	0.5886401	0	0	487	266		487	266		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831690		30285	447	250	515	292	3.557571	3.610397	767.4393	769.6799	0.7029065	0.5777512	0.5615948	0.5885826	0	0	481	271		481	271		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831720		30316	235	242	339	265	3.650574	3.659988	768.0637	769.9229	0.7037462	0.5777988	0.5623698	0.5882934	0	0	287	254		287	254		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831749		30346	-1	-1	78	233	-1	3.733154	-1	770.1594	0.7048027	0.5777515	0.5638703	0.5878649	0	0	78	233		78	233		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831780		30376	-1	-1	36	222	-1	3.668198	-1	770.0304	0.7053537	0.5777991	0.5643853	0.5876103	0	0	36	222		36	222		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831810		30406	-1	-1	32	218	-1	3.699402	-1	769.6723	0.7059353	0.5779772	0.5649086	0.5875045	0	0	32	218		32	218		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831840		30436	-1	-1	43	220	-1	3.719559	-1	769.4705	0.7064803	0.5782348	0.5653156	0.5875002	0	0	43	220		43	220		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831874		30467	-1	-1	-1	-1	-1	-1	-1	-1	0.7073364	0.5786121	0.566353	0.5875623	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831905		30497	-1	-1	-1	-1	-1	-1	-1	-1	0.7081237	0.5790832	0.5676845	0.5876149	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831935		30529	-1	-1	-1	-1	-1	-1	-1	-1	0.708235	0.5791587	0.5683282	0.5875905	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831965		30561	-1	-1	-1	-1	-1	-1	-1	-1	0.7081979	0.5785608	0.5675551	0.5872952	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190831996		30591	-1	-1	-1	-1	-1	-1	-1	-1	0.7079021	0.5782704	0.5669286	0.5871266	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832027		30622	-1	-1	-1	-1	-1	-1	-1	-1	0.7081741	0.5781731	0.5671996	0.5870801	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832059		30652	-1	-1	-1	-1	-1	-1	-1	-1	0.7082587	0.5780186	0.5672596	0.5870808	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832089		30683	-1	-1	-1	-1	-1	-1	-1	-1	0.7082253	0.5779817	0.5672231	0.5871699	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832119		30714	-1	-1	-1	-1	-1	-1	-1	-1	0.7081044	0.5779486	0.5670157	0.5873249	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832150		30745	-1	-1	-1	-1	-1	-1	-1	-1	0.7079849	0.5779452	0.5669393	0.5874756	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832181		30775	-1	-1	-1	-1	-1	-1	-1	-1	0.7080646	0.577964	0.5669505	0.5875338	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832211		30806	-1	-1	-1	-1	-1	-1	-1	-1	0.7081966	0.5780057	0.5671461	0.5875289	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832242		30837	-1	-1	-1	-1	-1	-1	-1	-1	0.7084662	0.5781181	0.5673421	0.5875646	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832273		30868	-1	-1	52	273	-1	3.830139	-1	769.0762	0.7080832	0.5778431	0.5667986	0.5872462	0	0	52	273		52	273		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832302		30898	60	114	170	260	3.84436	3.824066	767.8989	769.5004	0.708066	0.5778356	0.5667326	0.5871511	0	0	115	187		115	187		0				5	122	197	6393	183									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832332		30928	80	144	153	264	3.895615	3.820938	767.9358	769.5933	0.7085097	0.5780447	0.5671629	0.5871523	0	0	116	204		116	204		0				5	122	197	6393	183									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832363		30958	91	137	160	271	3.916885	3.868393	767.9922	769.4579	0.7089699	0.5783094	0.5676141	0.5871827	0	0	126	204		126	204		0				5	122	197	6393	183									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832393		30988	92	106	171	247	3.907211	3.878601	768.105	769.6679	0.7093446	0.5784183	0.5679634	0.5871891	0	0	132	176		132	176		0				5	122	197	6393	183									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832425		31019	94	136	156	282	3.921051	3.909744	768.3986	769.4507	0.7095832	0.5784817	0.5681801	0.5871825	0	0	125	209		125	209		0				5	122	197	6393	183									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832455		31049	102	139	166	285	3.905655	3.897156	768.4755	769.6901	0.7096009	0.5784718	0.5682482	0.5872171	0	0	134	212		134	212		0				5	122	197	6393	183									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832486		31081	68	124	145	249	3.903641	3.895691	768.3431	769.643	0.7094887	0.5784013	0.5681486	0.5871926	0	0	106	186		106	186		0				5	122	197	6393	183									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832516		31111	322	187	420	263	3.937546	3.950424	768.402	769.3822	0.7088456	0.5781791	0.5673453	0.5870795	0	0	371	225		371	225		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832546		31142	802	83	937	253	3.969742	3.795837	767.7238	769.96	0.7067206	0.5777711	0.56513	0.5871233	0	0	870	168		870	168		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832577		31172	1061	38	1151	259	3.942291	3.787231	767.6769	769.7653	0.7055074	0.5777009	0.5640846	0.5873411	0	0	1106	148		1106	148		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832607		31203	1120	16	1154	286	3.928879	3.700439	767.6495	769.7126	0.7055397	0.5777159	0.5641234	0.5873327	0	0	1137	151		1137	151		0				6	1138	156	6698	152									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832638		31233	1123	56	1129	290	3.899475	3.795044	767.5405	769.5744	0.7056149	0.577642	0.5641231	0.5873342	0	0	1126	173		1126	173		0				6	1138	156	6698	152									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832669		31264	1144	14	1141	268	3.879868	3.693085	767.7577	769.4473	0.7057339	0.5776787	0.5641485	0.5873351	0	0	1142	141		1142	141		0				6	1138	156	6698	152									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832699		31294	1135	45	1158	270	3.874741	3.688507	767.6832	769.4856	0.7057443	0.5775512	0.5641512	0.5872699	0	0	1146	158		1146	158		0				6	1138	156	6698	152									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832729		31325	1127	48	1155	264	3.932571	3.654068	767.6144	769.3156	0.7057412	0.5775651	0.5641158	0.5873339	0	0	1141	156		1141	156		0				6	1138	156	6698	152									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832760		31355	1106	78	1170	240	3.919952	3.574173	767.5815	769.3263	0.7057517	0.5775302	0.5641074	0.587323	0	0	1138	159		1138	159		0				6	1138	156	6698	152									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832790		31386	1193	7	1354	222	3.882736	3.412811	767.3986	769.571	0.7054728	0.5773339	0.5638537	0.5871144	0	0	1274	114		1274	114		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832820		31416	-1	-1	1324	162	-1	3.709457	-1	769.7898	0.7045681	0.5766635	0.5632727	0.5866629	0	0	1324	162		1324	162		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832851		31446	-1	-1	1353	122	-1	3.664993	-1	769.6614	0.7046481	0.5766813	0.5632632	0.5866815	0	0	1353	122		1353	122		0				7	1364	109	6941	123									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832882		31477	-1	-1	1376	127	-1	3.572739	-1	769.6396	0.7047117	0.5768192	0.5632817	0.5868343	0	0	1376	127		1376	127		0				7	1364	109	6941	123									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832913		31507	-1	-1	1359	107	-1	3.613525	-1	769.5469	0.704778	0.5768146	0.5633019	0.586853	0	0	1359	107		1359	107		0				7	1364	109	6941	123									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832944		31538	-1	-1	1372	96	-1	3.615021	-1	769.5945	0.7048373	0.5767969	0.5633433	0.5868748	0	0	1372	96		1372	96		0				7	1364	109	6941	123									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190832974		31569	-1	-1	1362	94	-1	3.64241	-1	769.7024	0.7050359	0.576876	0.5634469	0.5869979	0	0	1362	94		1362	94		0				7	1364	109	6941	123									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833005		31600	975	67	1024	259	3.834183	3.699097	767.5403	769.1335	0.7065638	0.5777545	0.5651358	0.5872396	0	0	1000	163		1000	163		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833036		31630	942	128	963	283	3.859024	3.664154	767.4225	768.9651	0.7069702	0.5781661	0.5655671	0.5875953	0	0	952	206		952	206		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833066		31660	924	135	970	265	3.889938	3.601089	767.1669	768.8818	0.7071586	0.5782568	0.5656602	0.5876675	0	0	947	200		947	200		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833096		31691	924	144	939	321	3.817627	3.724716	767.2921	768.8427	0.7074063	0.5783511	0.5657929	0.5877052	0	0	932	232		932	232		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833127		31722	903	137	984	289	3.872299	3.594666	767.1487	768.9669	0.7076222	0.57849	0.5660547	0.5877958	0	0	944	213		944	213		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833157		31752	939	129	992	330	3.833054	3.57489	767.2853	769.0023	0.7078813	0.5785597	0.5663264	0.587841	0	0	966	230		966	230		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833188		31783	932	142	956	307	3.790176	3.695541	767.6387	769.0384	0.7081307	0.5788181	0.5665341	0.588071	0	0	944	224		944	224		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833218		31813	917	137	-1	-1	3.799927	-1	767.8014	-1	0.7082267	0.5789201	0.5648342	0.5859773	0	0	917	137		917	137		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833248		31844	938	142	1084	237	3.874924	3.341705	767.9855	769.5237	0.7081447	0.578984	0.5666687	0.5885304	0	0	1011	190		1011	190		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833279		31874	1002	437	1055	528	3.852356	3.68692	767.9241	769.4808	0.7071158	0.5805448	0.5663889	0.59014	0	0	1028	482		1028	482		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833309		31904	984	539	-1	-1	3.840652	-1	768.0848	-1	0.7069888	0.5815077	0.5644072	0.5894646	0	0	984	539		984	539		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833340		31935	984	546	5	860	3.807922	3.592865	768.1743	759.5677	0.7070507	0.5818918	0.56436	0.5904024	0	0	494	703		494	703		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833374		31965	1055	790	1150	786	3.814804	3.348938	768.4014	769.8769	0.7068487	0.5832111	0.5664038	0.5927496	0	0	1102	788		1102	788		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833403		31996	1074	937	1174	862	3.703339	3.30954	768.4496	769.8428	0.7069328	0.5844834	0.5666609	0.5938513	0	0	1124	900		1124	900		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833434		32030	-1	-1	-1	-1	-1	-1	-1	-1	0.7070184	0.5853157	0.5669289	0.5947602	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833467		32060	-1	-1	-1	-1	-1	-1	-1	-1	0.7069046	0.5858025	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833495		32090	-1	-1	-1	-1	-1	-1	-1	-1	0.7069429	0.5860024	0.5665436	0.5954733	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833531		32122	-1	-1	-1	-1	-1	-1	-1	-1	0.7069682	0.5861239	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833560		32151	-1	-1	-1	-1	-1	-1	-1	-1	0.7069705	0.5861857	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833591		32187	-1	-1	-1	-1	-1	-1	-1	-1	0.7068915	0.586211	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833623		32217	-1	-1	-1	-1	-1	-1	-1	-1	0.7067897	0.5862272	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833660		32248	-1	-1	-1	-1	-1	-1	-1	-1	0.7065879	0.5861452	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190833692		32280	-1	-1	-1	-1	-1	-1	-1	-1	0.7064129	0.5860153	-1	-1	0	4	-1	-1		-1	-1		0																	
